en,ko
"After talking to my friend for an hour, I finally got to the bottom of why he was angry at me.","친구와 한 시간 동안 이야기를 나눈 후에, 나는 그가 왜 나에게 화를 내는지 마침내 진상을 파악했습니다."
"When he realized that there was no way he was going to finish the race, he finally threw in the towel.","그는 경주를 끝낼 방법이 없다는 것을 깨달았을 때, 마침내 포기했습니다."
"Okay, you want to make plans to go to China? Okay, I'm game.","좋아요, 중국에 갈 계획을 세우고 싶어? 좋아요, 전 좋아요."
He sets an early curfew for his children. He draws the line at 10:00 PM.,그는 아이들을 위해 일찍 통금시간을 정해놓고 오후 10시에 선을 그었습니다.
He tried to egg on the citizen of the city. ,그는 그 도시의 시민을 선동하려고 했다.
She'll go bananas if she sees the house in this (dirty) condition.,이런 상태의 집을 보면 그녀는 미칠 것입니다.
You look tired. Drink this; it’s a good pick-me-up.,"피곤해 보여요. 이걸 마셔, 활력을 얻을 거에요."
It will add insult to injury if she ruins the dessert having already ruined the beef.,"걔가 이미 소고기 요리를 망쳐놨기 때문에, 걔가 디저트 까지 망치면 상황이 악화 될 거 같아."
"I hear you, but we'll cross that bridge when we get to it.","너의 심정은 이해 하지만, 그건 그때 가서 대처하자."
Are you alright? You don't seem on the ball today.,너 괜찮아? 오늘 좀 어딘가 멍해보이네.
The cost of fixing the sink is a drop in the bucket compared to replacing the whole sink.,싱크대 고치는 비용이 싱크대 전체를 교체하는 것에 비해 적은 금액입니다.
"I know you had a rough day, but you have to get that done today. So pull yourself together.",너 힘든 하루 보낸 거 아는데 너 이거 오늘까지 끝내야해. 그러니까 정신 좀 차려봐.
"I wasn't planning to spend the holidays with my family, but after speaking with my mother, I had a change of heart.",명절을 가족과 함께 보낼 생각은 없었는데 어머니와 이야기를 나누고 나니 마음이 바뀌었습니다.
We really can't compare the data any more. It's just apples and oranges.,우리는 그 자료를 더이상 비교 할 수 없다. 그 자료는 비교할 수 없다.
The whole deal was put on ice when the stock market fell.,주식 시장이 폭락하자 모든 거래가 지연되었다.
I know that they are getting married. I heard it straight from the horse's mouth.,나는 그들이 결혼한다는 것을 알고 있습니다. 나는 정확한 소식통으로 부터 직접 들었습니다.
"After 2 hours spending wandering, we realized we were on a wild goose chase.","두 시간 동안 방황한 후에, 우리가 부질 없는 짓을 하고 있다는 것을 깨달았어."
Let's not rain on his parade just yet. Allow him to feel happy for a little while. We'll break the bad news to him tomorrow.,아직은 초 지지 말자. 아들이 조금이라도 행복을 좀 느끼게 냅두자. 나쁜 소식은 내일 전해주자.
There's a way to kill two birds with one stone.,일석이조의 방법을 찾은거죠.
"Last year, everyone took a beating in the stock market.",작년에는 주식시장에서 모두들 타격을 입었습니다.
"Their son is named after his grandfather, who was a war hero.",그들의 아들은 전쟁 영웅이었던 할아버지의 이름을 따서 지어졌습니다.
I fixed her up with my best friend.,나는 그녀를 내 친한 친구랑 데이트 하도록 만들었다.
"If you like the activities and destination hopping, a cruise is the best of both worlds.","여러 가지 활동과 여기저기 옮겨 다니는 것을 좋아하시면, 유ㅠ랍선 여행이 일석이조 입니다."
It rains in the desert once in a blue moon.,사막에서는 비가 오는 일이 드물다.
"She was going to buy the last red dress that the store had, but I beat her to the punch and bought it first.","그녀는 상점에 마지막 빨간 드레스를 사려고 했지만, 내가 선수쳐서 먼저 샀습니다."
She was fed up with his attitude at the office.,그녀는 사무실에서 그의 태도에 진저리가 났습니다.
I was just going to say that he was a liar. You took the words right out of my mouth.,저는 그가 거짓말쟁이라고 말하려고 했습니다. 당신은 제가 하려고 했던 말을 하네요.
She is such a brain; she will figure out how to solve the problem.,"만약 당신의 수표가 받아들여지지 않는다면, 저는 당신에게 추가적인 돈을 청구해야 할 것입니다."
Out of the frying pan and into the fire,엎친 데 덮친 것 같아!
"Ji-hee, I hope you'll be able to have your cake and eat it.","우리 지희 씨, 앞으로도 두 마리 토끼를 다 잡을 수 있도록 응원하겠습니다."
Great. Becase a pretty big opportunity just fell in my lap.,좋아요. 생각지도 않게 좋은 기회가 생겼어요.
Her plans have gone up in smoke.,그녀의 계획은 허사로 돌아갔다.
"He may be an influential person, but some of the things he does gives the impression that he is not playing with a full deck.","그는 영향력 있는 사람일 수도 있지만, 그가 하는 일들 중 일부는 그가 비정삭적이라는 인상을 줍니다."
The air fryer isn't just a fad. Just climb on the bandwagon and get one for healthy cooking.,에어프라이어는 단순한 유행이 아닙니다. 유행에 편승하여 건강한 요리를 위해 하나를 얻으십시오.
That racket company is running a racket.,그 무리 회사는 불법 활동을 하고 있어요.
"He acts just like his father. You know, the apple doesn’t fall far from the tree.",아빠처럼 행동하는 거죠 부모나 가족처럼 행동하는 거 말이에요.
He is really gung ho this season.,그는 이번 시즌 정말 열정적이다.
He poured it on thick to his boss because he wanted to get a raise.,그는 승진을 원하기 때문에 상사에게 아첨하고 있어요.
All he ever thinks one-track mind about is football. He has a one-tracked mind.,그가 생각하는 것은 늘 축구뿐이에요. 그는 한 가지에만 집중하는 경향이 있어.
I was so mad at my cousin that I gave her the cold shoulder at the wedding reception.,나는 사촌에게 너무 화가 나서 결혼 피로연에서 그녀를 냉대했습니다.
They've been saving a nest egg for years to retire comfortably.,그들은 편안하게 은퇴하기 위해 몇 년 동안 저축해 왔습니다.
DARREN FERGUSON is starting to show he's a chip off the old block.,대런 퍼거슨은 그가 아버지를 쏙 빼닮았다는 것을 보여주기 시작합니다.
I don't want the hassle of picking you up from the party.,파티에서 당신을 데리러 오는 번거로움을 원하지 않습니다.
You have a good head on your shoulders; you'll do fine in college.,"너는 머리가 좋구나, 대학에서 잘 할 수 있을 겁니다."
Stop whinning and pull yourself together.,그만 징징 거리고 정신 좀 차려.
The new intern is totally on the ball.,새로 온 인턴은 완전 똑부러져.
"When things went south with my husband, I sold all my Birkins.","남편이 상황이 나빠졌을 때, 내 에르메스 버킨 백 다 팔았어."
Judy doesn't like to make plans. She prefer play it by ear.,주디는 계획 세우는 걸 싫어해. 즉흥적으로 결정하는 것을 선호하지.
"She told him why she wouldn’t date him anymore, and she didn’t pull any punches.",그녀는 왜 그와 더 이상 데이트를 하지 않을 것인지 그에게 말했고 그녀는 불쾌한 사실을 숨기지 않았습니다.
"When he sent the ticket to the police, he included a note reading, 'Better late than never!'","그가 이 딱지를 경찰에 보냈을 때, 그는 '늦더라도 않는 것보다 낫다!'라고 쓴 메모를 함께 보냈다."
"you're barking up the wrong tree, homie. You're wasting a lot of taxpayer's money.",헛다리 짚는 거예요. 혈세 낭비라고요.
"I'd love that bike, but It costs an arm and a leg.",그 자전거가 갖고 싶지만 너무 비싸다.
There is an old saying that a stitch in time saves nine and I think it's better to compromise earlier instead of dispute with your neighbour.,"제 때의 한 바늘이 아홉 바늘의 수고를 구한다는 옛말이 있는데, 이웃과 다투기보다는 일찍 타협하는 것이 낫다고 생각합니다."
You must be off your rocker if you think that's a good idea!,그게 좋은 생각이라고 생각한다면 너 조금 이상한 거 같아.
The government has its head in the clouds when it comes to the rebels.,정부는 반란군에 대해서는 뜬 구름을 잡는다.
 unto others as you would have them do unto you.,남에게 당신이 대접받기 원하는 대로 대접하라.
You better wrap your head around that fact because you're gonna die alone. Just like me.,그 사실을 받아들이는 게 좋을 거야. 왜냐면 넌 혼자 죽을 거거든. 나처럼.
The researcher left no stone unturned in her search for the ancient manuscript.,그 연구원은 그 고대 원고를 찾는 데 온갖 수단을 다 동원했습니다.
"I'll let you off the hook this time, but next time you steal, you'll pay for it.",이번엔 내가 봐준다. 근데 다음 번에 또 훔치면 넌 대가를 치러야 될 거야.
