Idioms,en,ko
,The race to be the number one tea producer is a relative storm in a teacup compared with the industrywide struggle to deal with a shrinking marketplace.,최고의 차 생산자가 되기 위한 경쟁은 축소되는 시장을 다루기 위한 업계 전반의 투쟁과 비교할 때 상대적으로 불 필요한 일 입니다.
,"I think this is all a storm in a teacup, and there is nothing to worry about.","난 이 모든 일이 쓸데 없는 일이라고 생각해, 그러니까 걱정할 것 없어."
,"Eventually, the investigation team found that the issue was worth little more than a storm in a teacup.","결국, 조사팀은 이 문제가 쓸데 없는 소동에 지나지 않는다는 사실을 발견했습니다."
,Big Brother show controversy is more than a storm in a teacup for most of the viewers.,빅 브라더 쇼 논란은 대부분의 시청자에게 쓸데 없는 소동 그 이상입니다.
,An apple a day keeps the doctor away.,하루 사과 한 알이면 의사가 필요 없다.
,An ounce of prevention is worth a pound of cure.,유비무환이다
,Prevention is better than cure.,예방이 치료보다 더 낫다.
,"When you ride in a car, buckle your seat belt. An ounce of prevention is worth a pound of cure.",차를 탈 때는 안전띠를 매세요. 유비무환입니다.
,"Unless you want to be violently ill for days, get the flu shot now. An ounce of prevention is worth a pound of cure, you know.",며칠 동안 심하게 앓고 싶지 않다면 독감 주사를 지금 맞아. 호미로 막을 걸 가래로 막지 말고 말이야. 알면서 왜그래.
,It is good to keep vaccinations up to date as An ounce of prevention is worth a pound of cure.,예방은 치료보다 낫다는 말이 있기 때문에 예방 접종을 최신 상태로 유지하는 것이 좋습니다.
,"Wash your hands regularly while we are in the middle of this pandemic, we all know that An ounce of prevention is worth a pound of cure.",우리가 이 팬데믹의 한복판에 있는 동안 정기적으로 손을 씻으십시오. 우리 모두는 예방이 치료보다 낫다는 것을 알고 있습니다.
,I stayed away from my friend when he had a virus. I would rather prevent it than cure it. An ounce of prevention is worth a pound of cure. Better to be safe than sorry.,친구가 바이러스에 걸렸을 때 나는 친구를 멀리했습니다. 치료하는 것보다 예방하는 것이 낫습니다. 1온스의 예방은 1파운드의 치료 가치가 있습니다. 후회하는 것보다 안전한 것이 낫습니다.
,"This incident made survived patients learn the biggest lesson of life that, An ounce of prevention is worth a pound of cure.",이 사건은 살아남은 환자들에게 1온스의 예방은 1파운드의 치료만큼 가치가 있다는 인생의 가장 큰 교훈을 배우게 했습니다.
,"Medicines may help your heart to repair, but prevention is always better than cure. An ounce of prevention is worth a pound of cure.",약은 심장 회복에 도움이 될 수 있지만 예방이 항상 치료보다 낫습니다. 1온스의 예방은 1파운드의 치료 가치가 있습니다.
,An ounce of prevention is worth a pound of cure. A famous old proverb fits perfectly in this current situation of the pandemic.,1온스의 예방은 1파운드의 치료 가치가 있습니다. 유명한 옛 속담이 현재의 대유행 상황에 완벽하게 들어맞습니다.
,"An ounce of prevention is worth a pound of cure, particularly where there is no auspicious treatment.","1온스의 예방은 1파운드의 치료 가치가 있으며, 특히 상서로운 치료가 없는 경우에는 더욱 그렇습니다."
,"If you get in early on Friday and relax over the weekend, you'll be right as rain on Monday.","만약 네가 금요일에 일찍 도착해서 주말내내 쉰다면,  월요일엔 팔팔할 거야."
,He felt as right as rain after his brain surgery.,그는 뇌수술 이후에 아주 건강한 느낌이 들었다.​
,"If I had worked on the project on time, everything would have been right as rain.","만약 내가 그 프로젝트를 제 때 했더라면, 모든 것이 아주 좋았을텐데."
,He was right as rain after a few days in bed after getting injured.,그는 부상을 입은 후 며칠 동안 침대에 누운 후에 건강해졌음을 느꼈다. 
,"If you get in early on Friday and relax over the weekend, you'll be right as rain on Monday.",금요일에 일찍 출근하고 주말에 휴식을 취하면 월요일에 팔팔해 질거야.
,"After a long, tiring day, you need a good night's sleep, and then you will be right as rain the following day.",길고 피곤한 하루를 보낸 후엔 숙면을 취하면 다음날 괜찮아 질 거야.
,"I saw her the day before, she looked right as rain.","전날 그녀를 봤었는데, 그녀는 완전 팔팔해보였어."
,"If I had worked on the project on time, everything would have been right as rain.",프로젝트를 제시간에 작업했다면 모든 것이 순조로웠을 것입니다.
,It was a bolt from the blue!,전혀 예상하지 못했어요!
,The sudden uprising in many parts of the country was utterly a bolt from the blue for the ministry.,전국 각지에서 일어난 갑작스러운 봉기는 목회에 완전히 갑작스러운 일이었다.
,The withdrawal of recognition for study centres by the University Grants Commission was a bolt from the blue.,대학 보조금 위원회(University Grants Commission)의 연구 센터 인정 철회는 청천벽력이었습니다.
,Let us hope the pandemic disappears. It came as a bolt from the blue in 2020.,전염병이 사라지기를 바랍니다. 2020년에 청천벽력처럼 왔습니다.
,The referendum acted as a bolt from the blue that the life of many people.,국민투표는 많은 사람들의 생명을 앗아간 청천벽력처럼 작용했습니다.
,The Tsunami came as a bolt from the blue and destroyed everything in it's way.,쓰나미는 갑자기 찾아와 모든 것을 파괴했습니다.
,She has already burned her bridges with her previous employer by publicly criticizing their marketing policy.,그녀는 이전 고용주의 마케팅 정책을 공개적으로 비판함으로써 이미 이전 고용주와 돌이킬 수 없을 만큼 관계가 되었습니다.
,I would need to be humble with her. I don't want to burn my bridges with her.,나는 그녀에게 겸손해야 할 것입니다. 나는 그녀와의 관계를 망치고 싶지 않습니다.
,I think you just burned your bridges by insulting your team leader in front of the team.,내 생각에는 당신이 팀 앞에서 팀장 욕을 해서 관계를 망쳐 버린 것 같아요.
,"Today, I told my boss what I think of him. I guess I burned my bridges.",오늘 나는 상사에 대해 내가 생각하는 바를 말했다. 다리를 태운 것 같아요.
,Never burn bridges between yourself and your neighbours because you never know when you will need them in the future.,미래에 언제 필요할지 모르기 때문에 자신과 이웃 사이의 관계를 망치지 마세요.
,"If you don't get along, keep your distance but never burn bridges.",잘 지내지 못한다면 거리를 유지하되 관계를 망치지 마세요.
,"If you get mad and quit your job, you'll be burning your bridges behind you.",네가 화가 나서 일을 때려친다면 돌이킬 방도가 없게 될거야.
,No sense burning your bridges. Be polite and leave quietly.,왜 어리석게 인간 관계를 단절시켜. 예의 지키면서 조용히 떠나.
,I know you hate your co-worker. But don't burn your bridges behind you. You never know how you are going to be connected with im.,네가 동료들 싫어 하는 거 아는데. 그래도 너무 싹뚝 자르지 마. 언제 어떻게 그 사람이랑 연결될 지 모르니까.
,"If you drop out of school now, you'll be burning your bridges behind you.",지금 학교를 그만 두면 나중에 되돌릴 수 없게 돼.
,You're too young to burn your bridge that way.,돌이킬 수 없는 결정을 내리기엔 넌 너무 어리다구.
,She burned her bridges when she walked our angrily.,그녀가 화가 나서 걸어나갔던 게 돌이킬 수 없는 짓이 된거지.
,I decided to burn my boats and move to America.,나는 돌아올 길을 아예 막아 놓고 미국으로 떠나기로 결심했어.
,Many students burn their bridges while preparing for that entrance exams.,많은 학생들이 배수진을 치고 입학 시험을 준비한다.
,"The family's meeting on property dispute begins today and I'm just sitting down with a cup of coffee, enjoying the calm before the storm.",재산 분쟁에 대한 가족 회의가 오늘 시작되고 나는 커피 한 잔을 들고 앉아 폭풍 전야의 고요함을 즐기고 있습니다.
,"This is just the calm before the storm, when the kids get home from school this house will be chaos.",이건 단지 폭풍전야야. 아이들이 학교에서 집에 돌아오면 집은 난리가 나지.
,My mom gets really quiet when she is angry. We all know that it's the calm before the storm and try to get out of her way before it hits.,우리 엄마는 화가 나면 정말 조용해집니다. 우린 그게 폭풍 전야라는 것을 알고 폭풍이 치기 전에 그녀의 길에서 벗어나려고 노력합니다.
,Don't under-estimate the Canadian wrestler it just the calm before the storm – I am sure that he will return with tremendous force and energy.,폭풍 전야의 고요함 속에서 캐나다 레슬러를 과소평가하지 마세요. 저는 그가 엄청난 힘과 에너지를 가지고 돌아올 것이라고 확신합니다.
,"My brother is an early riser, but he runs at sunrise, come rain or shine.","내 동생은 일찍 일어나는 사람이지만, 비가 오나 눈이 오나 해가 뜨면 달려갑니다."
,"David is a dependable driver; he always comes through on any delivery request, come rain or shine.",David는 신뢰할 수 있는 운전자입니다. 그는 비가 오나 눈이 오나 항상 배달 요청을 처리합니다.
,"I feel exhausted after work, but come rain or shine, I must take a cold shower before supper to relieve myself.",퇴근 후 피곤하지만 비가 오나 눈이 오나 저녁 식사 전에 냉수 샤워를 해야 기분이 풀립니다.
,"Most fans support the team after its last six winning matches, and they will be there rain or shine in its next fixtures.","대부분의 팬들은 마지막 6번의 승리 경기 후에 그 팀을 응원하고, 그들은 다음 경기에서 비가 오든 비가 오든 비가 오든 갈 것입니다."
,"It was a great pleasure to meet her governor. The governor promised that, come rain or shine, he would clear all her fee areas.",그녀의 주지사를 만나서 정말 기뻤습니다. 주지사는 무슨 일이 있어도 모든 수수료 지역을 청소하겠다고 약속했습니다.
